paper_table,pair_id,pair_slug,dataset,method,method_dir,run_name,window,ratio_or_budget,budget_mode,coverage_tau,coverage_scale,score,avg_budget,n_samples,status,timestamp,model_a,model_b,root,run_dir,log_path,per_sample_path
unknown,,cost_profile,countries,ReKV,mtc_receiver,recv_w16_r0.3_cost_0630_1734,16,0.3,uniform,,,,,,unknown,0630_1734,/sharedspace/models/Llama-3.1-8B-Instruct,/sharedspace/models/Llama-3.1-8B-Instruct,/home/xay/KVComm/snapshots/cost_profile,/home/xay/KVComm/snapshots/cost_profile/pair1_llama31_same_all8_full/countries/mtc_receiver/recv_w16_r0.3_cost_0630_1734,/home/xay/KVComm/snapshots/cost_profile/pair1_llama31_same_all8_full/countries/mtc_receiver/recv_w16_r0.3_cost_0630_1734/log.log,
unknown,,cost_profile,countries,ReKV,mtc_receiver,recv_w16_r0.5_cost_0630_1738,16,0.5,uniform,,,,,,unknown,0630_1738,/sharedspace/models/Llama-3.1-8B-Instruct,/sharedspace/models/Llama-3.1-8B-Instruct,/home/xay/KVComm/snapshots/cost_profile,/home/xay/KVComm/snapshots/cost_profile/pair1_llama31_same_all8_full/countries/mtc_receiver/recv_w16_r0.5_cost_0630_1738,/home/xay/KVComm/snapshots/cost_profile/pair1_llama31_same_all8_full/countries/mtc_receiver/recv_w16_r0.5_cost_0630_1738/log.log,
unknown,,cost_profile,countries,ReKV,mtc_receiver,recv_w16_r0.7_cost_0630_1743,16,0.7,uniform,,,,,,unknown,0630_1743,/sharedspace/models/Llama-3.1-8B-Instruct,/sharedspace/models/Llama-3.1-8B-Instruct,/home/xay/KVComm/snapshots/cost_profile,/home/xay/KVComm/snapshots/cost_profile/pair1_llama31_same_all8_full/countries/mtc_receiver/recv_w16_r0.7_cost_0630_1743,/home/xay/KVComm/snapshots/cost_profile/pair1_llama31_same_all8_full/countries/mtc_receiver/recv_w16_r0.7_cost_0630_1743/log.log,
unknown,,cost_profile,countries,ReKV,mtc_receiver,recv_w8_r0.3_cost_0630_1732,8,0.3,uniform,,,,,,unknown,0630_1732,/sharedspace/models/Llama-3.1-8B-Instruct,/sharedspace/models/Llama-3.1-8B-Instruct,/home/xay/KVComm/snapshots/cost_profile,/home/xay/KVComm/snapshots/cost_profile/pair1_llama31_same_all8_full/countries/mtc_receiver/recv_w8_r0.3_cost_0630_1732,/home/xay/KVComm/snapshots/cost_profile/pair1_llama31_same_all8_full/countries/mtc_receiver/recv_w8_r0.3_cost_0630_1732/log.log,
unknown,,cost_profile,countries,ReKV,mtc_receiver,recv_w8_r0.5_cost_0630_1737,8,0.5,uniform,,,,,,unknown,0630_1737,/sharedspace/models/Llama-3.1-8B-Instruct,/sharedspace/models/Llama-3.1-8B-Instruct,/home/xay/KVComm/snapshots/cost_profile,/home/xay/KVComm/snapshots/cost_profile/pair1_llama31_same_all8_full/countries/mtc_receiver/recv_w8_r0.5_cost_0630_1737,/home/xay/KVComm/snapshots/cost_profile/pair1_llama31_same_all8_full/countries/mtc_receiver/recv_w8_r0.5_cost_0630_1737/log.log,
unknown,,cost_profile,countries,ReKV,mtc_receiver,recv_w8_r0.7_cost_0630_1741,8,0.7,uniform,,,,,,unknown,0630_1741,/sharedspace/models/Llama-3.1-8B-Instruct,/sharedspace/models/Llama-3.1-8B-Instruct,/home/xay/KVComm/snapshots/cost_profile,/home/xay/KVComm/snapshots/cost_profile/pair1_llama31_same_all8_full/countries/mtc_receiver/recv_w8_r0.7_cost_0630_1741,/home/xay/KVComm/snapshots/cost_profile/pair1_llama31_same_all8_full/countries/mtc_receiver/recv_w8_r0.7_cost_0630_1741/log.log,
unknown,,cost_profile,hotpotqa,B-ReKV,coverage,cov_t0.95_s0.75_w8_cost_0630_1905,8,,coverage,0.95,0.75,,,,unknown,0630_1905,/sharedspace/models/Llama-3.1-8B-Instruct,/sharedspace/models/Llama-3.1-8B-Instruct,/home/xay/KVComm/snapshots/cost_profile,/home/xay/KVComm/snapshots/cost_profile/pair1_llama31_same_all8_full/hotpotqa/coverage/cov_t0.95_s0.75_w8_cost_0630_1905,/home/xay/KVComm/snapshots/cost_profile/pair1_llama31_same_all8_full/hotpotqa/coverage/cov_t0.95_s0.75_w8_cost_0630_1905/log.log,
unknown,,cost_profile,hotpotqa,B-ReKV,coverage,cov_t0.95_s0.85_w8_cost_0630_1910,8,,coverage,0.95,0.85,,,,unknown,0630_1910,/sharedspace/models/Llama-3.1-8B-Instruct,/sharedspace/models/Llama-3.1-8B-Instruct,/home/xay/KVComm/snapshots/cost_profile,/home/xay/KVComm/snapshots/cost_profile/pair1_llama31_same_all8_full/hotpotqa/coverage/cov_t0.95_s0.85_w8_cost_0630_1910,/home/xay/KVComm/snapshots/cost_profile/pair1_llama31_same_all8_full/hotpotqa/coverage/cov_t0.95_s0.85_w8_cost_0630_1910/log.log,
unknown,,cost_profile,hotpotqa,KVComm,kvcomm,kvcomm_top0.3_cost_0630_1823,0,0.3,uniform,,,0.0,,,done,0630_1823,/sharedspace/models/Llama-3.1-8B-Instruct,/sharedspace/models/Llama-3.1-8B-Instruct,/home/xay/KVComm/snapshots/cost_profile,/home/xay/KVComm/snapshots/cost_profile/pair1_llama31_same_all8_full/hotpotqa/kvcomm/kvcomm_top0.3_cost_0630_1823,/home/xay/KVComm/snapshots/cost_profile/pair1_llama31_same_all8_full/hotpotqa/kvcomm/kvcomm_top0.3_cost_0630_1823/log.log,
unknown,,cost_profile,hotpotqa,KVComm,kvcomm,kvcomm_top0.5_cost_0630_1838,0,0.5,uniform,,,0.0,,,done,0630_1838,/sharedspace/models/Llama-3.1-8B-Instruct,/sharedspace/models/Llama-3.1-8B-Instruct,/home/xay/KVComm/snapshots/cost_profile,/home/xay/KVComm/snapshots/cost_profile/pair1_llama31_same_all8_full/hotpotqa/kvcomm/kvcomm_top0.5_cost_0630_1838,/home/xay/KVComm/snapshots/cost_profile/pair1_llama31_same_all8_full/hotpotqa/kvcomm/kvcomm_top0.5_cost_0630_1838/log.log,
unknown,,cost_profile,hotpotqa,KVComm,kvcomm,kvcomm_top0.7_cost_0630_1852,0,0.7,uniform,,,0.0,,,done,0630_1852,/sharedspace/models/Llama-3.1-8B-Instruct,/sharedspace/models/Llama-3.1-8B-Instruct,/home/xay/KVComm/snapshots/cost_profile,/home/xay/KVComm/snapshots/cost_profile/pair1_llama31_same_all8_full/hotpotqa/kvcomm/kvcomm_top0.7_cost_0630_1852,/home/xay/KVComm/snapshots/cost_profile/pair1_llama31_same_all8_full/hotpotqa/kvcomm/kvcomm_top0.7_cost_0630_1852/log.log,
unknown,,cost_profile,hotpotqa,ReKV,mtc_receiver,recv_w16_r0.3_cost_0630_1833,16,0.3,uniform,,,,,,unknown,0630_1833,/sharedspace/models/Llama-3.1-8B-Instruct,/sharedspace/models/Llama-3.1-8B-Instruct,/home/xay/KVComm/snapshots/cost_profile,/home/xay/KVComm/snapshots/cost_profile/pair1_llama31_same_all8_full/hotpotqa/mtc_receiver/recv_w16_r0.3_cost_0630_1833,/home/xay/KVComm/snapshots/cost_profile/pair1_llama31_same_all8_full/hotpotqa/mtc_receiver/recv_w16_r0.3_cost_0630_1833/log.log,
unknown,,cost_profile,hotpotqa,ReKV,mtc_receiver,recv_w16_r0.5_cost_0630_1847,16,0.5,uniform,,,,,,unknown,0630_1847,/sharedspace/models/Llama-3.1-8B-Instruct,/sharedspace/models/Llama-3.1-8B-Instruct,/home/xay/KVComm/snapshots/cost_profile,/home/xay/KVComm/snapshots/cost_profile/pair1_llama31_same_all8_full/hotpotqa/mtc_receiver/recv_w16_r0.5_cost_0630_1847,/home/xay/KVComm/snapshots/cost_profile/pair1_llama31_same_all8_full/hotpotqa/mtc_receiver/recv_w16_r0.5_cost_0630_1847/log.log,
unknown,,cost_profile,hotpotqa,ReKV,mtc_receiver,recv_w16_r0.7_cost_0630_1900,16,0.7,uniform,,,,,,unknown,0630_1900,/sharedspace/models/Llama-3.1-8B-Instruct,/sharedspace/models/Llama-3.1-8B-Instruct,/home/xay/KVComm/snapshots/cost_profile,/home/xay/KVComm/snapshots/cost_profile/pair1_llama31_same_all8_full/hotpotqa/mtc_receiver/recv_w16_r0.7_cost_0630_1900,/home/xay/KVComm/snapshots/cost_profile/pair1_llama31_same_all8_full/hotpotqa/mtc_receiver/recv_w16_r0.7_cost_0630_1900/log.log,
unknown,,cost_profile,hotpotqa,ReKV,mtc_receiver,recv_w8_r0.3_cost_0630_1829,8,0.3,uniform,,,,,,unknown,0630_1829,/sharedspace/models/Llama-3.1-8B-Instruct,/sharedspace/models/Llama-3.1-8B-Instruct,/home/xay/KVComm/snapshots/cost_profile,/home/xay/KVComm/snapshots/cost_profile/pair1_llama31_same_all8_full/hotpotqa/mtc_receiver/recv_w8_r0.3_cost_0630_1829,/home/xay/KVComm/snapshots/cost_profile/pair1_llama31_same_all8_full/hotpotqa/mtc_receiver/recv_w8_r0.3_cost_0630_1829/log.log,
unknown,,cost_profile,hotpotqa,ReKV,mtc_receiver,recv_w8_r0.5_cost_0630_1842,8,0.5,uniform,,,,,,unknown,0630_1842,/sharedspace/models/Llama-3.1-8B-Instruct,/sharedspace/models/Llama-3.1-8B-Instruct,/home/xay/KVComm/snapshots/cost_profile,/home/xay/KVComm/snapshots/cost_profile/pair1_llama31_same_all8_full/hotpotqa/mtc_receiver/recv_w8_r0.5_cost_0630_1842,/home/xay/KVComm/snapshots/cost_profile/pair1_llama31_same_all8_full/hotpotqa/mtc_receiver/recv_w8_r0.5_cost_0630_1842/log.log,
unknown,,cost_profile,hotpotqa,ReKV,mtc_receiver,recv_w8_r0.7_cost_0630_1856,8,0.7,uniform,,,,,,unknown,0630_1856,/sharedspace/models/Llama-3.1-8B-Instruct,/sharedspace/models/Llama-3.1-8B-Instruct,/home/xay/KVComm/snapshots/cost_profile,/home/xay/KVComm/snapshots/cost_profile/pair1_llama31_same_all8_full/hotpotqa/mtc_receiver/recv_w8_r0.7_cost_0630_1856,/home/xay/KVComm/snapshots/cost_profile/pair1_llama31_same_all8_full/hotpotqa/mtc_receiver/recv_w8_r0.7_cost_0630_1856/log.log,
unknown,,cost_profile,multifieldqa_en,B-ReKV,coverage,cov_t0.95_s0.75_w8_cost_0701_0033,8,,coverage,0.95,0.75,,,,unknown,0701_0033,/sharedspace/models/Llama-3.1-8B-Instruct,/sharedspace/models/Llama-3.1-8B-Instruct,/home/xay/KVComm/snapshots/cost_profile,/home/xay/KVComm/snapshots/cost_profile/pair1_llama31_same_all8_full/multifieldqa_en/coverage/cov_t0.95_s0.75_w8_cost_0701_0033,/home/xay/KVComm/snapshots/cost_profile/pair1_llama31_same_all8_full/multifieldqa_en/coverage/cov_t0.95_s0.75_w8_cost_0701_0033/log.log,
unknown,,cost_profile,multifieldqa_en,B-ReKV,coverage,cov_t0.95_s0.85_w8_cost_0701_0040,8,,coverage,0.95,0.85,,,,unknown,0701_0040,/sharedspace/models/Llama-3.1-8B-Instruct,/sharedspace/models/Llama-3.1-8B-Instruct,/home/xay/KVComm/snapshots/cost_profile,/home/xay/KVComm/snapshots/cost_profile/pair1_llama31_same_all8_full/multifieldqa_en/coverage/cov_t0.95_s0.85_w8_cost_0701_0040,/home/xay/KVComm/snapshots/cost_profile/pair1_llama31_same_all8_full/multifieldqa_en/coverage/cov_t0.95_s0.85_w8_cost_0701_0040/log.log,
unknown,,cost_profile,multifieldqa_en,KVComm,kvcomm,kvcomm_top0.3_cost_0630_2332,0,0.3,uniform,,,1.0,,,done,0630_2332,/sharedspace/models/Llama-3.1-8B-Instruct,/sharedspace/models/Llama-3.1-8B-Instruct,/home/xay/KVComm/snapshots/cost_profile,/home/xay/KVComm/snapshots/cost_profile/pair1_llama31_same_all8_full/multifieldqa_en/kvcomm/kvcomm_top0.3_cost_0630_2332,/home/xay/KVComm/snapshots/cost_profile/pair1_llama31_same_all8_full/multifieldqa_en/kvcomm/kvcomm_top0.3_cost_0630_2332/log.log,
unknown,,cost_profile,multifieldqa_en,KVComm,kvcomm,kvcomm_top0.5_cost_0630_2353,0,0.5,uniform,,,1.0,,,done,0630_2353,/sharedspace/models/Llama-3.1-8B-Instruct,/sharedspace/models/Llama-3.1-8B-Instruct,/home/xay/KVComm/snapshots/cost_profile,/home/xay/KVComm/snapshots/cost_profile/pair1_llama31_same_all8_full/multifieldqa_en/kvcomm/kvcomm_top0.5_cost_0630_2353,/home/xay/KVComm/snapshots/cost_profile/pair1_llama31_same_all8_full/multifieldqa_en/kvcomm/kvcomm_top0.5_cost_0630_2353/log.log,
unknown,,cost_profile,multifieldqa_en,KVComm,kvcomm,kvcomm_top0.7_cost_0701_0013,0,0.7,uniform,,,1.0,,,done,0701_0013,/sharedspace/models/Llama-3.1-8B-Instruct,/sharedspace/models/Llama-3.1-8B-Instruct,/home/xay/KVComm/snapshots/cost_profile,/home/xay/KVComm/snapshots/cost_profile/pair1_llama31_same_all8_full/multifieldqa_en/kvcomm/kvcomm_top0.7_cost_0701_0013,/home/xay/KVComm/snapshots/cost_profile/pair1_llama31_same_all8_full/multifieldqa_en/kvcomm/kvcomm_top0.7_cost_0701_0013/log.log,
unknown,,cost_profile,multifieldqa_en,ReKV,mtc_receiver,recv_w16_r0.3_cost_0630_2346,16,0.3,uniform,,,,,,unknown,0630_2346,/sharedspace/models/Llama-3.1-8B-Instruct,/sharedspace/models/Llama-3.1-8B-Instruct,/home/xay/KVComm/snapshots/cost_profile,/home/xay/KVComm/snapshots/cost_profile/pair1_llama31_same_all8_full/multifieldqa_en/mtc_receiver/recv_w16_r0.3_cost_0630_2346,/home/xay/KVComm/snapshots/cost_profile/pair1_llama31_same_all8_full/multifieldqa_en/mtc_receiver/recv_w16_r0.3_cost_0630_2346/log.log,
unknown,,cost_profile,multifieldqa_en,ReKV,mtc_receiver,recv_w16_r0.5_cost_0701_0007,16,0.5,uniform,,,,,,unknown,0701_0007,/sharedspace/models/Llama-3.1-8B-Instruct,/sharedspace/models/Llama-3.1-8B-Instruct,/home/xay/KVComm/snapshots/cost_profile,/home/xay/KVComm/snapshots/cost_profile/pair1_llama31_same_all8_full/multifieldqa_en/mtc_receiver/recv_w16_r0.5_cost_0701_0007,/home/xay/KVComm/snapshots/cost_profile/pair1_llama31_same_all8_full/multifieldqa_en/mtc_receiver/recv_w16_r0.5_cost_0701_0007/log.log,
unknown,,cost_profile,multifieldqa_en,ReKV,mtc_receiver,recv_w16_r0.7_cost_0701_0027,16,0.7,uniform,,,,,,unknown,0701_0027,/sharedspace/models/Llama-3.1-8B-Instruct,/sharedspace/models/Llama-3.1-8B-Instruct,/home/xay/KVComm/snapshots/cost_profile,/home/xay/KVComm/snapshots/cost_profile/pair1_llama31_same_all8_full/multifieldqa_en/mtc_receiver/recv_w16_r0.7_cost_0701_0027,/home/xay/KVComm/snapshots/cost_profile/pair1_llama31_same_all8_full/multifieldqa_en/mtc_receiver/recv_w16_r0.7_cost_0701_0027/log.log,
unknown,,cost_profile,multifieldqa_en,ReKV,mtc_receiver,recv_w8_r0.3_cost_0630_2339,8,0.3,uniform,,,,,,unknown,0630_2339,/sharedspace/models/Llama-3.1-8B-Instruct,/sharedspace/models/Llama-3.1-8B-Instruct,/home/xay/KVComm/snapshots/cost_profile,/home/xay/KVComm/snapshots/cost_profile/pair1_llama31_same_all8_full/multifieldqa_en/mtc_receiver/recv_w8_r0.3_cost_0630_2339,/home/xay/KVComm/snapshots/cost_profile/pair1_llama31_same_all8_full/multifieldqa_en/mtc_receiver/recv_w8_r0.3_cost_0630_2339/log.log,
unknown,,cost_profile,multifieldqa_en,ReKV,mtc_receiver,recv_w8_r0.5_cost_0701_0000,8,0.5,uniform,,,,,,unknown,0701_0000,/sharedspace/models/Llama-3.1-8B-Instruct,/sharedspace/models/Llama-3.1-8B-Instruct,/home/xay/KVComm/snapshots/cost_profile,/home/xay/KVComm/snapshots/cost_profile/pair1_llama31_same_all8_full/multifieldqa_en/mtc_receiver/recv_w8_r0.5_cost_0701_0000,/home/xay/KVComm/snapshots/cost_profile/pair1_llama31_same_all8_full/multifieldqa_en/mtc_receiver/recv_w8_r0.5_cost_0701_0000/log.log,
unknown,,cost_profile,multifieldqa_en,ReKV,mtc_receiver,recv_w8_r0.7_cost_0701_0020,8,0.7,uniform,,,,,,unknown,0701_0020,/sharedspace/models/Llama-3.1-8B-Instruct,/sharedspace/models/Llama-3.1-8B-Instruct,/home/xay/KVComm/snapshots/cost_profile,/home/xay/KVComm/snapshots/cost_profile/pair1_llama31_same_all8_full/multifieldqa_en/mtc_receiver/recv_w8_r0.7_cost_0701_0020,/home/xay/KVComm/snapshots/cost_profile/pair1_llama31_same_all8_full/multifieldqa_en/mtc_receiver/recv_w8_r0.7_cost_0701_0020/log.log,
unknown,,cost_profile,musique,B-ReKV,coverage,cov_t0.95_s0.75_w8_cost_0630_2319,8,,coverage,0.95,0.75,,,,unknown,0630_2319,/sharedspace/models/Llama-3.1-8B-Instruct,/sharedspace/models/Llama-3.1-8B-Instruct,/home/xay/KVComm/snapshots/cost_profile,/home/xay/KVComm/snapshots/cost_profile/pair1_llama31_same_all8_full/musique/coverage/cov_t0.95_s0.75_w8_cost_0630_2319,/home/xay/KVComm/snapshots/cost_profile/pair1_llama31_same_all8_full/musique/coverage/cov_t0.95_s0.75_w8_cost_0630_2319/log.log,
unknown,,cost_profile,musique,B-ReKV,coverage,cov_t0.95_s0.85_w8_cost_0630_2325,8,,coverage,0.95,0.85,,,,unknown,0630_2325,/sharedspace/models/Llama-3.1-8B-Instruct,/sharedspace/models/Llama-3.1-8B-Instruct,/home/xay/KVComm/snapshots/cost_profile,/home/xay/KVComm/snapshots/cost_profile/pair1_llama31_same_all8_full/musique/coverage/cov_t0.95_s0.85_w8_cost_0630_2325,/home/xay/KVComm/snapshots/cost_profile/pair1_llama31_same_all8_full/musique/coverage/cov_t0.95_s0.85_w8_cost_0630_2325/log.log,
unknown,,cost_profile,musique,KVComm,kvcomm,kvcomm_top0.3_cost_0630_2224,0,0.3,uniform,,,0.0,,,done,0630_2224,/sharedspace/models/Llama-3.1-8B-Instruct,/sharedspace/models/Llama-3.1-8B-Instruct,/home/xay/KVComm/snapshots/cost_profile,/home/xay/KVComm/snapshots/cost_profile/pair1_llama31_same_all8_full/musique/kvcomm/kvcomm_top0.3_cost_0630_2224,/home/xay/KVComm/snapshots/cost_profile/pair1_llama31_same_all8_full/musique/kvcomm/kvcomm_top0.3_cost_0630_2224/log.log,
unknown,,cost_profile,musique,KVComm,kvcomm,kvcomm_top0.5_cost_0630_2243,0,0.5,uniform,,,0.0,,,done,0630_2243,/sharedspace/models/Llama-3.1-8B-Instruct,/sharedspace/models/Llama-3.1-8B-Instruct,/home/xay/KVComm/snapshots/cost_profile,/home/xay/KVComm/snapshots/cost_profile/pair1_llama31_same_all8_full/musique/kvcomm/kvcomm_top0.5_cost_0630_2243,/home/xay/KVComm/snapshots/cost_profile/pair1_llama31_same_all8_full/musique/kvcomm/kvcomm_top0.5_cost_0630_2243/log.log,
unknown,,cost_profile,musique,KVComm,kvcomm,kvcomm_top0.7_cost_0630_2301,0,0.7,uniform,,,0.0,,,done,0630_2301,/sharedspace/models/Llama-3.1-8B-Instruct,/sharedspace/models/Llama-3.1-8B-Instruct,/home/xay/KVComm/snapshots/cost_profile,/home/xay/KVComm/snapshots/cost_profile/pair1_llama31_same_all8_full/musique/kvcomm/kvcomm_top0.7_cost_0630_2301,/home/xay/KVComm/snapshots/cost_profile/pair1_llama31_same_all8_full/musique/kvcomm/kvcomm_top0.7_cost_0630_2301/log.log,
unknown,,cost_profile,musique,ReKV,mtc_receiver,recv_w16_r0.3_cost_0630_2238,16,0.3,uniform,,,,,,unknown,0630_2238,/sharedspace/models/Llama-3.1-8B-Instruct,/sharedspace/models/Llama-3.1-8B-Instruct,/home/xay/KVComm/snapshots/cost_profile,/home/xay/KVComm/snapshots/cost_profile/pair1_llama31_same_all8_full/musique/mtc_receiver/recv_w16_r0.3_cost_0630_2238,/home/xay/KVComm/snapshots/cost_profile/pair1_llama31_same_all8_full/musique/mtc_receiver/recv_w16_r0.3_cost_0630_2238/log.log,
unknown,,cost_profile,musique,ReKV,mtc_receiver,recv_w16_r0.5_cost_0630_2255,16,0.5,uniform,,,,,,unknown,0630_2255,/sharedspace/models/Llama-3.1-8B-Instruct,/sharedspace/models/Llama-3.1-8B-Instruct,/home/xay/KVComm/snapshots/cost_profile,/home/xay/KVComm/snapshots/cost_profile/pair1_llama31_same_all8_full/musique/mtc_receiver/recv_w16_r0.5_cost_0630_2255,/home/xay/KVComm/snapshots/cost_profile/pair1_llama31_same_all8_full/musique/mtc_receiver/recv_w16_r0.5_cost_0630_2255/log.log,
unknown,,cost_profile,musique,ReKV,mtc_receiver,recv_w16_r0.7_cost_0630_2313,16,0.7,uniform,,,,,,unknown,0630_2313,/sharedspace/models/Llama-3.1-8B-Instruct,/sharedspace/models/Llama-3.1-8B-Instruct,/home/xay/KVComm/snapshots/cost_profile,/home/xay/KVComm/snapshots/cost_profile/pair1_llama31_same_all8_full/musique/mtc_receiver/recv_w16_r0.7_cost_0630_2313,/home/xay/KVComm/snapshots/cost_profile/pair1_llama31_same_all8_full/musique/mtc_receiver/recv_w16_r0.7_cost_0630_2313/log.log,
unknown,,cost_profile,musique,ReKV,mtc_receiver,recv_w8_r0.3_cost_0630_2232,8,0.3,uniform,,,,,,unknown,0630_2232,/sharedspace/models/Llama-3.1-8B-Instruct,/sharedspace/models/Llama-3.1-8B-Instruct,/home/xay/KVComm/snapshots/cost_profile,/home/xay/KVComm/snapshots/cost_profile/pair1_llama31_same_all8_full/musique/mtc_receiver/recv_w8_r0.3_cost_0630_2232,/home/xay/KVComm/snapshots/cost_profile/pair1_llama31_same_all8_full/musique/mtc_receiver/recv_w8_r0.3_cost_0630_2232/log.log,
